instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
1986305,7759,ABAN-BE,ABAN OFFSHORE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3329,13,ABB,ABB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1993473,7787,ABCOTS-SM,A B COTSPIN INDIA,0.0,,0.0,0.05,2000,EQ,NSE,NSE
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,0.0,,0.0,0.05,1,EQ,NSE,NSE
2821633,11022,ABINFRA-SM,A B INFRABUILD,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1421057,5551,ABMINTLLTD-BE,ABM INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1540609,6018,ABSLAMC,ADIT BIRL SUN LIF AMC,0.0,,0.0,0.05,1,EQ,NSE,NSE
3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
3716609,14518,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,0.0,,0.0,0.01,1,EQ,NSE,NSE
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,0.0,,0.0,0.01,1,EQ,NSE,NSE
5633,22,ACC,ACC,0.0,,0.0,0.05,1,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5244929,20488,ACCENTMIC-SM,ACCENT MICROCELL,0.0,,0.0,0.05,1000,EQ,NSE,NSE
5431809,21218,ACCORD-ST,ACCORD SYNERGY,0.0,,0.0,0.05,2000,EQ,NSE,NSE
376833,1472,ACCURACY-BE,ACCURACY SHIPPING,0.0,,0.0,0.05,1,EQ,NSE,NSE
3478273,13587,ACE,ACTION CONST EQUIP,0.0,,0.0,0.05,1,EQ,NSE,NSE
3015425,11779,ACEINTEG,ACE INTEGRATED SOLU..,0.0,,0.0,0.05,1,EQ,NSE,NSE
3078145,12024,ACI,ARCHEAN CHEMICAL IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
3947521,15420,ACL,ANDHRA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3504129,13688,ACLGATI,ALLCARGO GATI,0.0,,0.0,0.05,1,EQ,NSE,NSE
5012225,19579,ACSAL-SM,ARVIND AND COMPANY,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,0.0,,0.0,0.05,1,EQ,NSE,NSE
6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.05,1,EQ,NSE,NSE
4452353,17392,ADANIPOWER-BE,ADANI POWER,0.0,,0.0,0.05,1,EQ,NSE,NSE
5058817,19761,ADFFOODS,ADF FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
63489,248,ADL-BE,ARCHIDPLY DECOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
8705,34,ADORWELD,ADOR WELDING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2212865,8644,ADROITINFO-BE,ADROIT INFOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),0.0,,0.0,0.05,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
10241,40,AEGISCHEM,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4676609,18268,AEROFLEX,AEROFLEX INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2511361,9810,AETHER,AETHER INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2903809,11343,AFFLE,AFFLE (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3651329,14263,AGARWALFT-SM,AGARWAL FLOAT GLASS I,0.0,,0.0,0.05,3000,EQ,NSE,NSE
361473,1412,AGI,AGI GREENPAC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2685697,10491,AGNI-SM,AGNI GREEN POWER,0.0,,0.0,0.05,5000,EQ,NSE,NSE
2834433,11072,AGRITECH,AGRI-TECH (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2029313,7927,AGSTRA,AGS TRANSACT TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3879169,15153,AGUL-ST,A G UNIVERSAL,0.0,,0.0,0.05,2000,EQ,NSE,NSE
2757121,10770,AHIMSA-ST,AHIMSA INDUSTRIES.,0.0,,0.0,0.05,6000,EQ,NSE,NSE
3401729,13288,AHL,ABANS HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
513025,2004,AHLADA,AHLADA ENGINEERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0.0,,0.0,0.05,1,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
3350017,13086,AIAENG,AIA ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
1184257,4626,AILIMITED-SM,ABHISHEK INTEGRATIONS,0.0,,0.0,0.05,6000,EQ,NSE,NSE
2533889,9898,AIRAN-BE,AIRAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
1553409,6068,AIROLAM,AIRO LAM,0.0,,0.0,0.05,1,EQ,NSE,NSE
123393,482,AISL-SM,ANI INTEGRATED SERV.,0.0,,0.0,0.05,1200,EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,0.0,,0.0,0.05,1,EQ,NSE,NSE
872705,3409,AJOONI-BE,AJOONI BIOTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
5409793,21132,AKANKSHA-ST,AKANKSHA POWER N INFRA L,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3468801,13550,AKASH-BE,AKASH INFRA-PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
557057,2176,AKG,AKG EXIM,0.0,,0.0,0.05,1,EQ,NSE,NSE
3813121,14895,AKI-BE,AKI INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2447361,9560,AKSHAR-BE,AKSHAR SPINTEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2200321,8595,AKSHOPTFBR-BE,AKSH OPTIFIBRE ,0.0,,0.0,0.05,1,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2540801,9925,ALANKIT-BE,ALANKIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,0.0,,0.0,0.05,1,EQ,NSE,NSE
20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
3495937,13656,ALICON,ALICON CASTALLOY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4341505,16959,ALKALI,ALKALI METALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3379969,13203,ALLETEC-SM,ALL E TECHNOLOGIES,0.0,,0.0,0.05,800,EQ,NSE,NSE
3020289,11798,ALLSEC,ALLSEC TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4281089,16723,ALMONDZ-BE,ALMONDZ GLOBAL SEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4524801,17675,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3801089,14848,ALPA,ALPA LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5027841,19640,ALPHAETF,MIRAEAMC - ALPHAETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
5720065,22344,ALPL30IETF,ICICIPRAMC - ICICIALPLV,0.0,,0.0,0.01,1,EQ,NSE,NSE
1039361,4060,ALPSINDUS,ALPS INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1045249,4083,AMBANIORG-SM,AMBANI ORGANICS,0.0,,0.0,0.05,1000,EQ,NSE,NSE
303361,1185,AMBER,AMBER ENTERPRISES (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
2942977,11496,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,0.0,,0.0,0.05,1,EQ,NSE,NSE
3899905,15234,AMBIKCO,AMBIKA COTTON MILL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3686913,14402,AMDIND-BE,AMD INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2789889,10898,AMEYA-SM,AMEYA PRECISION ENG,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3056385,11939,AMIABLE-SM,AMIABLE LOGISTICS (I),0.0,,0.0,0.05,1600,EQ,NSE,NSE
1427969,5578,AMIORG,AMI ORGANICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5085953,19867,AMNPLST,AMINES & PLASTICIZERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3486721,13620,ANANTRAJ,ANANT RAJ,0.0,,0.0,0.05,1,EQ,NSE,NSE
42497,166,ANDHRAPAP,ANDHRA PAPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
34817,136,ANDHRSUGAR,ANDHRA SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
82945,324,ANGELONE,ANGEL ONE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4265217,16661,ANIKINDS-BE,ANIK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
7535105,29434,ANKITMETAL-BE,ANKIT MET & POW,0.0,,0.0,0.05,1,EQ,NSE,NSE
3496193,13657,ANLON-SM,ANLON TECHNOLOGY SOL,0.0,,0.0,0.05,400,EQ,NSE,NSE
954113,3727,ANMOL,ANMOL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2866689,11198,ANNAPURNA-SM,ANNAPURNA SWADISHT,0.0,,0.0,0.05,500,EQ,NSE,NSE
2120961,8285,ANTGRAPHIC-BE,ANTARCTICA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2307585,9014,ANUP,THE ANUP ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
724225,2829,ANURAS,ANUPAM RASAYAN INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2941697,11491,APARINDS,APAR INDUSTRIES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
5235969,20453,APCL,ANJANI PORTLAND CEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
39425,154,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5535489,21623,APEX,APEX FROZEN FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
291329,1138,APOLLO-BE,APOLLO MICRO SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
40193,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,0.0,,0.0,0.05,1,EQ,NSE,NSE
3676417,14361,APOLLOPIPE,APOLLO PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE
41729,163,APOLLOTYRE,APOLLO TYRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2753281,10755,APTECHT,APTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
1391361,5435,APTUS,APTUS VALUE HSG FIN I,0.0,,0.0,0.05,1,EQ,NSE,NSE
4928769,19253,ARABIAN-SM,ARABIAN PETROLEUM,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4300545,16799,ARCHIDPLY-BE,ARCHIDPLY IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1456129,5688,ARCHIES,ARCHIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
25601,100,ARE&M,AMARA RAJA ENERGY MOB,0.0,,0.0,0.05,1,EQ,NSE,NSE
46337,181,ARENTERP,RAJDARSHAN INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3351553,13092,ARHAM-SM,ARHAM TECHNOLOGIES,0.0,,0.0,0.05,1000,EQ,NSE,NSE
3892225,15204,ARIES,ARIES AGRO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3415041,13340,ARIHANTACA-SM,ARIHANT ACADEMY,0.0,,0.0,0.05,800,EQ,NSE,NSE
976129,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5160705,20159,ARIHANTSUP,ARIHANT SUPERSTRUCT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3565057,13926,ARISTO-SM,ARISTO BIO T AND LIFESC L,0.0,,0.0,0.05,1600,EQ,NSE,NSE
4419329,17263,ARMANFIN,ARMAN FIN SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
3726593,14557,AROGRANITE,ARO GRANITE IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2370561,9260,ARROWGREEN,ARROW GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
4563201,17825,ARSHIYA-BE,ARSHIYA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4660737,18206,ARSSINFRA-BE,ARSS INFRA PROJ.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4329729,16913,ARTEMISMED,ARTEMIS MED SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1575937,6156,ARTNIRMAN,ART NIRMAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
721921,2820,ARVEE-BE,ARVEE LABORATORIES I,0.0,,0.0,0.05,1,EQ,NSE,NSE
49409,193,ARVIND,ARVIND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2332417,9111,ARVINDFASN,ARVIND FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,0.0,,0.0,0.05,1,EQ,NSE,NSE
6422529,25088,ASAHISONG,ASAHI SONGWON COLOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4505089,17598,ASALCBR,ASSO ALCOHOLS & BREW,0.0,,0.0,0.05,1,EQ,NSE,NSE
3847681,15030,ASCOM-ST,ASCOM LEASIN & INVEST,0.0,,0.0,0.05,500,EQ,NSE,NSE
51969,203,ASHAPURMIN,ASHAPURA MINECHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
